127.0.0.1 - - [06/Aug/2016:14:09:48 +0300] "GET /cargocpc/index.html HTTP/1.1" 200 124
192.168.0.68 - - [06/Aug/2016:14:11:36 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/5.7.46/_/download/batch/com.atlassian.auiplugin:ajs-gadgets-base/com.atlassian.auiplugin:ajs-gadgets-base.js HTTP/1.1" 200 8883
192.168.0.68 - - [06/Aug/2016:14:11:36 +0300] "GET /jira/s/ac923b854532b68eb674ff801754d76c-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/5.7.46/_/download/batch/com.atlassian.auiplugin:aui-header/com.atlassian.auiplugin:aui-header.js?locale=ru-RU HTTP/1.1" 200 2403
192.168.0.68 - - [06/Aug/2016:14:11:36 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/5.7.46/_/download/batch/com.atlassian.auiplugin:internal-aui-widget/com.atlassian.auiplugin:internal-aui-widget.js HTTP/1.1" 200 680
192.168.0.68 - - [06/Aug/2016:14:11:36 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/5.7.46/_/download/batch/com.atlassian.auiplugin:fancy-file-input/com.atlassian.auiplugin:fancy-file-input.js HTTP/1.1" 200 2319
192.168.0.68 - - [06/Aug/2016:14:11:36 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/5.7.46/_/download/batch/com.atlassian.auiplugin:aui-dropdown2/com.atlassian.auiplugin:aui-dropdown2.js HTTP/1.1" 200 5834
192.168.0.68 - - [06/Aug/2016:14:11:36 +0300] "GET /jira/s/d7524864c6fe6f78f131fa739d936a67-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/5.7.46/_/download/batch/com.atlassian.auiplugin:aui-navigation/com.atlassian.auiplugin:aui-navigation.js?locale=ru-RU HTTP/1.1" 200 2220
192.168.0.68 - - [06/Aug/2016:14:11:36 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/5.7.46/_/download/batch/com.atlassian.auiplugin:aui-focus-manager/com.atlassian.auiplugin:aui-focus-manager.js HTTP/1.1" 200 1597
192.168.0.68 - - [06/Aug/2016:14:11:36 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/5.7.46/_/download/batch/com.atlassian.auiplugin:hotkeys/com.atlassian.auiplugin:hotkeys.js HTTP/1.1" 200 2262
192.168.0.68 - - [06/Aug/2016:14:11:36 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/5.7.46/_/download/batch/com.atlassian.auiplugin:aui-layer-manager/com.atlassian.auiplugin:aui-layer-manager.js HTTP/1.1" 200 3525
192.168.0.68 - - [06/Aug/2016:14:11:36 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/5.7.46/_/download/batch/com.atlassian.auiplugin:layer/com.atlassian.auiplugin:layer.js HTTP/1.1" 200 1848
192.168.0.68 - - [06/Aug/2016:14:11:36 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/5.7.46/_/download/batch/com.atlassian.auiplugin:aui-core/com.atlassian.auiplugin:aui-core.js HTTP/1.1" 200 28851
192.168.0.68 - - [06/Aug/2016:14:11:36 +0300] "GET /jira/s/ac923b854532b68eb674ff801754d76c-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/5.7.46/_/download/batch/com.atlassian.auiplugin:dialog/com.atlassian.auiplugin:dialog.js?locale=ru-RU HTTP/1.1" 200 7641
192.168.0.68 - - [06/Aug/2016:14:11:37 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/5.7.46/_/download/batch/com.atlassian.auiplugin:internal-aui-animation/com.atlassian.auiplugin:internal-aui-animation.js HTTP/1.1" 200 734
192.168.0.68 - - [06/Aug/2016:14:11:37 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/4.2.0/_/download/batch/com.atlassian.gadgets.publisher:ajs-gadgets-debug/com.atlassian.gadgets.publisher:ajs-gadgets-debug.js HTTP/1.1" 200 20
192.168.0.68 - - [06/Aug/2016:14:11:37 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/4.2.0/_/download/batch/com.atlassian.gadgets.publisher:templates/com.atlassian.gadgets.publisher:templates.js HTTP/1.1" 200 8080
192.168.0.68 - - [06/Aug/2016:14:11:37 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/4.2.0/_/download/batch/com.atlassian.gadgets.publisher:util/com.atlassian.gadgets.publisher:util.js HTTP/1.1" 200 2391
192.168.0.68 - - [06/Aug/2016:14:11:37 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/4.2.0/_/download/batch/com.atlassian.gadgets.publisher:ajax/com.atlassian.gadgets.publisher:ajax.js HTTP/1.1" 200 4496
192.168.0.68 - - [06/Aug/2016:14:11:37 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/1.0/_/download/batch/jira.webresources:aui-core-amd-shim/jira.webresources:aui-core-amd-shim.js HTTP/1.1" 200 338
192.168.0.68 - - [06/Aug/2016:14:11:37 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/4.2.0/_/download/batch/com.atlassian.gadgets.publisher:ajs-gadgets/com.atlassian.gadgets.publisher:ajs-gadgets.js HTTP/1.1" 200 19293
192.168.0.68 - - [06/Aug/2016:14:11:37 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/1.0/_/download/batch/jira.webresources:ajs-underscorejs-amd-shim/jira.webresources:ajs-underscorejs-amd-shim.js HTTP/1.1" 200 171
192.168.0.68 - - [06/Aug/2016:14:11:37 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/1.0/_/download/batch/jira.webresources:legacy-namespacing/jira.webresources:legacy-namespacing.js HTTP/1.1" 200 2296
192.168.0.68 - - [06/Aug/2016:14:11:37 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/1.0/_/download/batch/jira.webresources:aui-extensions/jira.webresources:aui-extensions.js HTTP/1.1" 200 345
192.168.0.68 - - [06/Aug/2016:14:11:37 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/1.0/_/download/batch/jira.webresources:jira-metadata/jira.webresources:jira-metadata.js HTTP/1.1" 200 2118
192.168.0.68 - - [06/Aug/2016:14:11:37 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/5.7.46/_/download/batch/com.atlassian.auiplugin:ajs-underscorejs/com.atlassian.auiplugin:ajs-underscorejs.js HTTP/1.1" 200 12540
192.168.0.68 - - [06/Aug/2016:14:11:37 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/1.0/_/download/batch/jira.webresources:jira-events/jira.webresources:jira-events.js HTTP/1.1" 200 1469
192.168.0.68 - - [06/Aug/2016:14:11:37 +0300] "GET /jira/s/ac923b854532b68eb674ff801754d76c-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/7.1.9/_/download/batch/com.atlassian.jira.gadgets:core-gadget-resources/com.atlassian.jira.gadgets:core-gadget-resources.js?locale=ru-RU HTTP/1.1" 200 4171
192.168.0.68 - - [06/Aug/2016:14:11:38 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/6.0.9/_/download/batch/com.atlassian.streams:date-default/com.atlassian.streams:date-default.js HTTP/1.1" 200 2398
192.168.0.68 - - [06/Aug/2016:14:11:38 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/1.0/_/download/batch/jira.webresources:browser-properties/jira.webresources:browser-properties.js HTTP/1.1" 200 2775
192.168.0.68 - - [06/Aug/2016:14:11:38 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/6.0.9/_/download/batch/com.atlassian.streams.actions:inlineActionsJs/com.atlassian.streams.actions:inlineActionsJs.js HTTP/1.1" 200 1234
192.168.0.68 - - [06/Aug/2016:14:11:38 +0300] "GET /jira/s/ac923b854532b68eb674ff801754d76c-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/6.0.9/_/download/batch/com.atlassian.streams.actions:commentActionHandlers/com.atlassian.streams.actions:commentActionHandlers.js?locale=ru-RU HTTP/1.1" 200 2148
192.168.0.68 - - [06/Aug/2016:14:11:38 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/6.0.9/_/download/batch/com.atlassian.streams:streams-parent-js/com.atlassian.streams:streams-parent-js.js HTTP/1.1" 200 8002
192.168.0.68 - - [06/Aug/2016:14:11:38 +0300] "GET /jira/s/ac923b854532b68eb674ff801754d76c-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/6.0.9/_/download/batch/com.atlassian.streams.jira.inlineactions:actionHandlers/com.atlassian.streams.jira.inlineactions:actionHandlers.js?locale=ru-RU HTTP/1.1" 200 1695
192.168.0.68 - - [06/Aug/2016:14:11:38 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/6.0.9/_/download/batch/com.atlassian.streams:date-js/com.atlassian.streams:date-js.js HTTP/1.1" 200 15616
192.168.0.68 - - [06/Aug/2016:14:11:38 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/1.0/_/download/batch/jira.webresources:aui-extensions-experimental/jira.webresources:aui-extensions-experimental.js HTTP/1.1" 200 349
192.168.0.68 - - [06/Aug/2016:14:11:38 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/6.0.9/_/download/batch/com.atlassian.streams:streamsGadgetResources/com.atlassian.streams:streamsGadgetResources.js HTTP/1.1" 200 3111
192.168.0.68 - - [06/Aug/2016:14:11:38 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/0.7.0/_/download/batch/com.atlassian.plugin.jslibs:moment-2.6.0/com.atlassian.plugin.jslibs:moment-2.6.0.js HTTP/1.1" 200 19384
192.168.0.68 - - [06/Aug/2016:14:11:38 +0300] "GET /jira/s/ac923b854532b68eb674ff801754d76c-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/5.7.46/_/download/batch/com.atlassian.auiplugin:internal-ajs-no-context-path/com.atlassian.auiplugin:internal-ajs-no-context-path.js?locale=ru-RU HTTP/1.1" 200 55803
192.168.0.68 - - [06/Aug/2016:14:11:38 +0300] "GET /jira/s/ac923b854532b68eb674ff801754d76c-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/1.0/_/download/batch/jira.webresources:momentjs/jira.webresources:momentjs.js?locale=ru-RU HTTP/1.1" 200 1665
192.168.0.68 - - [06/Aug/2016:14:11:38 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/6.0.9/_/download/batch/com.atlassian.streams.streams-jira-plugin:moment-i18n/com.atlassian.streams.streams-jira-plugin:moment-i18n.js HTTP/1.1" 200 598
192.168.0.68 - - [06/Aug/2016:14:11:38 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 341
192.168.0.68 - - [06/Aug/2016:14:11:38 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/6.0.9/_/download/batch/com.atlassian.streams:datepicker/com.atlassian.streams:datepicker.js HTTP/1.1" 200 21238
192.168.0.68 - - [06/Aug/2016:14:11:38 +0300] "GET /jira/s/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/4.2.0/_/download/resources/com.atlassian.gadgets.dashboard:dashboard/images/icons/gadget-tools.gif HTTP/1.1" 200 302
192.168.0.68 - - [06/Aug/2016:14:11:38 +0300] "GET /jira/s/ac923b854532b68eb674ff801754d76c-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/1.0/_/download/batch/jira.webresources:jquery-livestamp/jira.webresources:jquery-livestamp.js?locale=ru-RU HTTP/1.1" 200 2725
192.168.0.68 - - [06/Aug/2016:14:11:38 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/6.0.9/_/download/batch/com.atlassian.streams:streamsWebResources/com.atlassian.streams:streamsWebResources.js HTTP/1.1" 200 39243
192.168.0.68 - - [06/Aug/2016:14:11:39 +0300] "GET /jira/s/ac923b854532b68eb674ff801754d76c-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/1.0/_/download/batch/jira.webresources:util-lite/jira.webresources:util-lite.js?locale=ru-RU HTTP/1.1" 200 23330
192.168.0.68 - - [06/Aug/2016:14:11:39 +0300] "GET /jira/s/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/6.0.9/_/download/resources/com.atlassian.streams:streamsWebResources/images/full-view-icon.png HTTP/1.1" 200 313
192.168.0.68 - - [06/Aug/2016:14:11:39 +0300] "GET /jira/s/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/6.0.9/_/download/resources/com.atlassian.streams:streamsWebResources/images/throbber.gif HTTP/1.1" 200 1565
192.168.0.68 - - [06/Aug/2016:14:11:39 +0300] "GET /jira/s/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/6.0.9/_/download/resources/com.atlassian.streams:streamsWebResources/images/gadget-loading.gif HTTP/1.1" 200 6623
192.168.0.68 - - [06/Aug/2016:14:11:39 +0300] "GET /jira/s/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/6.0.9/_/download/resources/com.atlassian.streams:streamsWebResources/images/list-view-icon.png HTTP/1.1" 200 333
192.168.0.68 - - [06/Aug/2016:14:11:39 +0300] "GET /jira/s/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/6.0.9/_/download/resources/com.atlassian.streams:streamsWebResources/images/feed-icon.png HTTP/1.1" 200 776
192.168.0.68 - - [06/Aug/2016:14:11:41 +0300] "GET /jira/plugins/servlet/streams?maxResults=5&relativeLinks=true&_=1470481899235 HTTP/1.1" 200 570
192.168.0.68 - - [06/Aug/2016:14:11:42 +0300] "GET /jira/rest/activity-stream/1.0/preferences?_=1470481899210 HTTP/1.1" 200 136
192.168.0.68 - - [06/Aug/2016:14:11:42 +0300] "GET /jira/s/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/6.0.9/_/download/resources/com.atlassian.streams.streams-jira-plugin:date-ru-RU/date.js?callback=ActivityStreams.loadDateJs&_=1470481902087 HTTP/1.1" 200 2512
192.168.0.68 - - [06/Aug/2016:14:11:44 +0300] "POST /jira/rest/analytics/1.0/publish/bulk HTTP/1.1" 200 40
192.168.0.68 - - [06/Aug/2016:14:11:49 +0300] "POST /jira/rest/analytics/1.0/publish/bulk HTTP/1.1" 200 40
192.168.0.68 - - [06/Aug/2016:14:11:51 +0300] "GET /jira/secure/admin/ViewIssueTypes.jspa HTTP/1.1" 200 8408
192.168.0.68 - - [06/Aug/2016:14:11:52 +0300] "GET /jira/rest/api/1.0/shortcuts/71013/c80cc9916ffd6296a3c17c971e6210dd/shortcuts.js?context=admin HTTP/1.1" 200 478
192.168.0.68 - - [06/Aug/2016:14:11:52 +0300] "GET /jira/download/contextbatch/js/atl.admin,jira.global,jira.admin,-_super/batch.js?cache=false&devtoolbar=false&healthcheck-resources=true&is-server-instance=true&is-system-admin=true&locale=ru-RU&nps-acknowledged=true HTTP/1.1" 200 5476
192.168.0.68 - - [06/Aug/2016:14:11:52 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 416
192.168.0.68 - - [06/Aug/2016:14:11:53 +0300] "GET /jira/rest/hipchat/integrations/1.0/configuration/status?_=1470481913103 HTTP/1.1" 200 100
192.168.0.68 - - [06/Aug/2016:14:11:53 +0300] "GET /jira/rest/qr/1.0/batching?_=1470481913114 HTTP/1.1" 200 423
192.168.0.68 - - [06/Aug/2016:14:11:54 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 341
192.168.0.68 - - [06/Aug/2016:14:11:55 +0300] "GET /jira/rest/supportHealthCheck/1.0/check/admin?_=1470481914027 HTTP/1.1" 200 57
192.168.0.68 - - [06/Aug/2016:14:11:56 +0300] "GET /jira/rest/plugins/1.0/notifications?_=1470481913172 HTTP/1.1" 200 3676
192.168.0.68 - - [06/Aug/2016:14:11:56 +0300] "GET /jira/rest/plugins/1.0/notifications/admin?_=1470481916044 HTTP/1.1" 200 5278
192.168.0.68 - - [06/Aug/2016:14:12:04 +0300] "POST /jira/rest/analytics/1.0/publish/bulk HTTP/1.1" 200 40
192.168.0.68 - - [06/Aug/2016:14:12:04 +0300] "GET /jira/secure/admin/ViewCustomFields.jspa HTTP/1.1" 200 7980
192.168.0.68 - - [06/Aug/2016:14:12:05 +0300] "GET /jira/download/contextbatch/js/atl.admin,jira.global,jira.admin,-_super/batch.js?cache=false&devtoolbar=false&healthcheck-resources=true&is-server-instance=true&is-system-admin=true&locale=ru-RU&nps-acknowledged=true HTTP/1.1" 200 5476
192.168.0.68 - - [06/Aug/2016:14:12:05 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 416
192.168.0.68 - - [06/Aug/2016:14:12:05 +0300] "GET /jira/rest/qr/1.0/batching?_=1470481925882 HTTP/1.1" 200 423
192.168.0.68 - - [06/Aug/2016:14:12:05 +0300] "GET /jira/rest/hipchat/integrations/1.0/configuration/status?_=1470481925880 HTTP/1.1" 200 100
192.168.0.68 - - [06/Aug/2016:14:12:05 +0300] "GET /jira/rest/plugins/1.0/notifications?_=1470481925943 HTTP/1.1" 200 3676
192.168.0.68 - - [06/Aug/2016:14:12:06 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 341
192.168.0.68 - - [06/Aug/2016:14:12:06 +0300] "GET /jira/rest/supportHealthCheck/1.0/check/admin?_=1470481926535 HTTP/1.1" 200 57
192.168.0.68 - - [06/Aug/2016:14:12:06 +0300] "GET /jira/rest/plugins/1.0/notifications/admin?_=1470481926546 HTTP/1.1" 200 5278
192.168.0.68 - - [06/Aug/2016:14:12:07 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 366
192.168.0.68 - - [06/Aug/2016:14:12:09 +0300] "GET /jira/rest/globalconfig/1/customfieldtypes?_=1470481928063 HTTP/1.1" 200 1304
192.168.0.68 - - [06/Aug/2016:14:12:16 +0300] "POST /jira/rest/analytics/1.0/publish/bulk HTTP/1.1" 200 40
192.168.0.68 - - [06/Aug/2016:14:24:55 +0300] "GET /jira/secure/admin/ViewCustomFields.jspa HTTP/1.1" 200 7983
192.168.0.68 - - [06/Aug/2016:14:24:57 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 416
192.168.0.68 - - [06/Aug/2016:14:25:01 +0300] "GET /jira/rest/hipchat/integrations/1.0/configuration/status?_=1470482701287 HTTP/1.1" 200 100
192.168.0.68 - - [06/Aug/2016:14:25:01 +0300] "GET /jira/rest/qr/1.0/batching?_=1470482701289 HTTP/1.1" 200 423
192.168.0.68 - - [06/Aug/2016:14:25:01 +0300] "GET /jira/rest/plugins/1.0/notifications?_=1470482701345 HTTP/1.1" 200 3676
192.168.0.68 - - [06/Aug/2016:14:25:01 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 341
192.168.0.68 - - [06/Aug/2016:14:25:01 +0300] "GET /jira/rest/supportHealthCheck/1.0/check/admin?_=1470482701524 HTTP/1.1" 200 57
192.168.0.68 - - [06/Aug/2016:14:25:01 +0300] "GET /jira/rest/plugins/1.0/notifications/admin?_=1470482701533 HTTP/1.1" 200 5278
192.168.0.68 - - [06/Aug/2016:14:25:33 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 366
192.168.0.68 - - [06/Aug/2016:14:25:34 +0300] "GET /jira/rest/globalconfig/1/customfieldtypes?_=1470482734033 HTTP/1.1" 200 1304
192.168.0.68 - - [06/Aug/2016:14:25:37 +0300] "POST /jira/rest/analytics/1.0/publish/bulk HTTP/1.1" 200 40
192.168.0.68 - - [06/Aug/2016:14:25:42 +0300] "POST /jira/rest/analytics/1.0/publish/bulk HTTP/1.1" 200 40
192.168.0.68 - - [06/Aug/2016:14:26:12 +0300] "GET /jira/s/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/1.0/_/images/icons/sprites/icons_module.png HTTP/1.1" 200 5400
192.168.0.68 - - [06/Aug/2016:14:26:16 +0300] "POST /jira/rest/api/2/field HTTP/1.1" 201 205
192.168.0.68 - - [06/Aug/2016:14:26:17 +0300] "POST /jira/rest/analytics/1.0/publish/bulk HTTP/1.1" 200 40
192.168.0.68 - - [06/Aug/2016:14:26:17 +0300] "GET /jira/secure/admin/AssociateFieldToScreens!default.jspa?fieldId=customfield_10000&returnUrl=ViewCustomFields.jspa HTTP/1.1" 200 8795
192.168.0.68 - - [06/Aug/2016:14:26:17 +0300] "GET /jira/download/contextbatch/js/atl.admin,jira.global,jira.admin,-_super/batch.js?cache=false&devtoolbar=false&healthcheck-resources=true&is-server-instance=true&is-system-admin=true&locale=ru-RU&nps-acknowledged=true HTTP/1.1" 200 5476
192.168.0.68 - - [06/Aug/2016:14:26:18 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 416
192.168.0.68 - - [06/Aug/2016:14:26:18 +0300] "GET /jira/rest/hipchat/integrations/1.0/configuration/status?_=1470482778632 HTTP/1.1" 200 100
192.168.0.68 - - [06/Aug/2016:14:26:18 +0300] "GET /jira/rest/qr/1.0/batching?_=1470482778634 HTTP/1.1" 200 423
192.168.0.68 - - [06/Aug/2016:14:26:18 +0300] "GET /jira/rest/plugins/1.0/notifications?_=1470482778685 HTTP/1.1" 200 3676
192.168.0.68 - - [06/Aug/2016:14:26:18 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 341
192.168.0.68 - - [06/Aug/2016:14:26:18 +0300] "GET /jira/rest/supportHealthCheck/1.0/check/admin?_=1470482778751 HTTP/1.1" 200 57
192.168.0.68 - - [06/Aug/2016:14:26:19 +0300] "GET /jira/rest/plugins/1.0/notifications/admin?_=1470482779483 HTTP/1.1" 200 5278
192.168.0.68 - - [06/Aug/2016:14:26:47 +0300] "POST /jira/secure/admin/AssociateFieldToScreens.jspa HTTP/1.1" 302 -
192.168.0.68 - - [06/Aug/2016:14:26:48 +0300] "GET /jira/secure/admin/ViewCustomFields.jspa HTTP/1.1" 200 8478
192.168.0.68 - - [06/Aug/2016:14:26:48 +0300] "GET /jira/download/contextbatch/js/atl.admin,jira.global,jira.admin,-_super/batch.js?cache=false&devtoolbar=false&healthcheck-resources=true&is-server-instance=true&is-system-admin=true&locale=ru-RU&nps-acknowledged=true HTTP/1.1" 200 5476
192.168.0.68 - - [06/Aug/2016:14:26:48 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 416
192.168.0.68 - - [06/Aug/2016:14:26:49 +0300] "GET /jira/rest/hipchat/integrations/1.0/configuration/status?_=1470482809125 HTTP/1.1" 200 100
192.168.0.68 - - [06/Aug/2016:14:26:49 +0300] "GET /jira/rest/qr/1.0/batching?_=1470482809127 HTTP/1.1" 200 423
192.168.0.68 - - [06/Aug/2016:14:26:49 +0300] "GET /jira/rest/plugins/1.0/notifications?_=1470482809168 HTTP/1.1" 200 3676
192.168.0.68 - - [06/Aug/2016:14:26:49 +0300] "POST /jira/rest/webResources/1.0/resources HTTP/1.1" 200 341
192.168.0.68 - - [06/Aug/2016:14:26:49 +0300] "GET /jira/rest/supportHealthCheck/1.0/check/admin?_=1470482809829 HTTP/1.1" 200 57
192.168.0.68 - - [06/Aug/2016:14:26:49 +0300] "GET /jira/rest/plugins/1.0/notifications/admin?_=1470482809880 HTTP/1.1" 200 5278
192.168.0.68 - - [06/Aug/2016:14:28:10 +0300] "GET /jira/rest/api/1.0/menus/browse_link?inAdminMode=true&_=1470482889822 HTTP/1.1" 200 1362
192.168.0.68 - - [06/Aug/2016:14:28:12 +0300] "GET /jira/browse/TUTORIAL HTTP/1.1" 302 -
192.168.0.68 - - [06/Aug/2016:14:28:12 +0300] "GET /jira/projects/TUTORIAL HTTP/1.1" 302 -
192.168.0.68 - - [06/Aug/2016:14:28:15 +0300] "POST /jira/rest/analytics/1.0/publish/bulk HTTP/1.1" 200 40
192.168.0.68 - - [06/Aug/2016:14:28:15 +0300] "GET /jira/projects/TUTORIAL?selectedItem=com.atlassian.jira.jira-projects-plugin:report-page HTTP/1.1" 200 11120
192.168.0.68 - - [06/Aug/2016:14:28:15 +0300] "GET /jira/s/d41d8cd98f00b204e9800998ecf8427e-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/1.0/_/download/batch/jira.webresources:autocomplete/jira.webresources:autocomplete.js HTTP/1.1" 200 11435
192.168.0.68 - - [06/Aug/2016:14:28:16 +0300] "GET /jira/s/58b38232522127935aa51019fd9b5888-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/1.0/_/download/batch/jira.webresources:autocomplete/jira.webresources:autocomplete.css HTTP/1.1" 200 626
192.168.0.68 - - [06/Aug/2016:14:28:19 +0300] "GET /jira/s/b554db05b839c91044b859c4174fde9a-CDN/ru_RU-y15nid/71013/b6b48b2829824b869586ac216d119363/237054cfee0ff1e0750b5ca48b6fb0aa/_/download/contextbatch/js/com.atlassian.jira.project.reports.page,jira.project.sidebar,jira.browse.project,atl.general,jira.global,jira.general,-_super/batch.js?devtoolbar=false&is-server-instance=true&is-system-admin=true&locale=ru-RU&nps-acknowledged=true&nps-not-opted-out=true HTTP/1.1" 200 336511
